Expected,Predicted,LIME explanations
6,5.94,"[('alcohol > 0.72', 0.7061914412633328), ('free sulfur dioxide <= -0.71', -0.2294037014605491), ('-0.18 < volatile acidity <= 0.42', -0.12332008218213542), ('residual sugar <= -0.93', -0.11342265538205216), ('density <= -0.76', 0.09134124631103198), ('fixed acidity > 0.52', -0.08708330733405159)]"
5,5.32,"[('alcohol > 0.72', 0.6907033957910202), ('free sulfur dioxide <= -0.71', -0.24687952618126194), ('residual sugar <= -0.93', -0.12708540652844874), ('-0.18 < volatile acidity <= 0.42', -0.10574308746063632), ('fixed acidity > 0.52', -0.06912585025306403), ('density <= -0.76', 0.06619953334437337)]"
6,6.46,"[('alcohol > 0.72', 0.7227477854588091), ('free sulfur dioxide <= -0.71', -0.22530940500368823), ('residual sugar <= -0.93', -0.11938318280211782), ('-0.18 < volatile acidity <= 0.42', -0.11241120603936769), ('density <= -0.76', 0.10296904906640965), ('fixed acidity > 0.52', -0.08036472397766901)]"
5,5.26,"[('alcohol > 0.72', 0.7102466132038885), ('free sulfur dioxide <= -0.71', -0.24919821505442039), ('-0.18 < volatile acidity <= 0.42', -0.11836615830939447), ('residual sugar <= -0.93', -0.08717082553307577), ('fixed acidity > 0.52', -0.08559965043693654), ('density <= -0.76', 0.07907855231230945)]"
5,5.16,"[('alcohol > 0.72', 0.7003084276600404), ('free sulfur dioxide <= -0.71', -0.2665189837505262), ('residual sugar <= -0.93', -0.1197745057318972), ('-0.18 < volatile acidity <= 0.42', -0.0955284565771165), ('fixed acidity > 0.52', -0.09111674735415673), ('density <= -0.76', 0.08584249987483258)]"
5,6.04,"[('alcohol > 0.72', 0.7089631797953241), ('free sulfur dioxide <= -0.71', -0.26767579248495776), ('-0.18 < volatile acidity <= 0.42', -0.12849059861282297), ('residual sugar <= -0.93', -0.10365035617458788), ('fixed acidity > 0.52', -0.09321080764790463), ('density <= -0.76', 0.08747336905195494)]"
5,5.0,"[('alcohol > 0.72', 0.7079715396275559), ('free sulfur dioxide <= -0.71', -0.24204026489944228), ('residual sugar <= -0.93', -0.12361559833709386), ('-0.18 < volatile acidity <= 0.42', -0.11023064397055758), ('fixed acidity > 0.52', -0.0876552780314882), ('density <= -0.76', 0.06860425855006054)]"
7,6.7,"[('alcohol > 0.72', 0.7050035296828218), ('free sulfur dioxide <= -0.71', -0.2530875023676973), ('-0.18 < volatile acidity <= 0.42', -0.1335903826001923), ('residual sugar <= -0.93', -0.10451009475239953), ('fixed acidity > 0.52', -0.10132767778872344), ('density <= -0.76', 0.0726786988150887)]"
6,5.84,"[('alcohol > 0.72', 0.6997966308724453), ('free sulfur dioxide <= -0.71', -0.24803900408216611), ('-0.18 < volatile acidity <= 0.42', -0.11506267375325566), ('residual sugar <= -0.93', -0.10687610880271634), ('fixed acidity > 0.52', -0.085434317361007), ('density <= -0.76', 0.07747653677295516)]"
6,6.04,"[('alcohol > 0.72', 0.6960684041077138), ('free sulfur dioxide <= -0.71', -0.2511027416908653), ('residual sugar <= -0.93', -0.09553783152415318), ('-0.18 < volatile acidity <= 0.42', -0.09054981941466289), ('fixed acidity > 0.52', -0.08554941884265081), ('density <= -0.76', 0.06954198066702773)]"
6,5.48,"[('alcohol > 0.72', 0.7278542334274688), ('free sulfur dioxide <= -0.71', -0.2263025687899983), ('-0.18 < volatile acidity <= 0.42', -0.11876479723969656), ('residual sugar <= -0.93', -0.09601045441472991), ('density <= -0.76', 0.07903047426309721), ('fixed acidity > 0.52', -0.07296799860977216)]"
5,5.56,"[('alcohol > 0.72', 0.7071955364461777), ('free sulfur dioxide <= -0.71', -0.2474993200734703), ('-0.18 < volatile acidity <= 0.42', -0.1179659073468499), ('fixed acidity > 0.52', -0.11408650777025045), ('residual sugar <= -0.93', -0.10058183762887167), ('density <= -0.76', 0.0844652108725526)]"
5,4.56,"[('alcohol > 0.72', 0.7315276709056315), ('free sulfur dioxide <= -0.71', -0.24353998323981865), ('residual sugar <= -0.93', -0.11732712274506762), ('-0.18 < volatile acidity <= 0.42', -0.09285862221978622), ('fixed acidity > 0.52', -0.08687976764255755), ('density <= -0.76', 0.07796898594539237)]"
5,5.98,"[('alcohol > 0.72', 0.7055656448804787), ('free sulfur dioxide <= -0.71', -0.23971254582257967), ('-0.18 < volatile acidity <= 0.42', -0.12446723131725747), ('residual sugar <= -0.93', -0.1092611510282824), ('density <= -0.76', 0.07516513382154981), ('fixed acidity > 0.52', -0.0695697898305527)]"
5,5.18,"[('alcohol > 0.72', 0.7135478328369199), ('free sulfur dioxide <= -0.71', -0.23604070303743124), ('-0.18 < volatile acidity <= 0.42', -0.1179988253014862), ('residual sugar <= -0.93', -0.10515968504824454), ('density <= -0.76', 0.1001626984270068), ('fixed acidity > 0.52', -0.09411999449152364)]"
5,5.32,"[('alcohol > 0.72', 0.7155125027515066), ('free sulfur dioxide <= -0.71', -0.239739027786442), ('residual sugar <= -0.93', -0.10687539804811276), ('-0.18 < volatile acidity <= 0.42', -0.09344225467286611), ('fixed acidity > 0.52', -0.0747910088739332), ('density <= -0.76', 0.05163676408139215)]"
5,4.56,"[('alcohol > 0.72', 0.7078595557784322), ('free sulfur dioxide <= -0.71', -0.23986123849051932), ('-0.18 < volatile acidity <= 0.42', -0.1186014208120629), ('residual sugar <= -0.93', -0.10964825659863271), ('fixed acidity > 0.52', -0.0907058510999127), ('density <= -0.76', 0.061481076008631924)]"
6,5.24,"[('alcohol > 0.72', 0.7013225130712438), ('free sulfur dioxide <= -0.71', -0.23912442191631914), ('residual sugar <= -0.93', -0.10765571755316859), ('-0.18 < volatile acidity <= 0.42', -0.1046483998600273), ('fixed acidity > 0.52', -0.08100185782915818), ('density <= -0.76', 0.07610853294795254)]"
5,6.04,"[('alcohol > 0.72', 0.7088453284661775), ('free sulfur dioxide <= -0.71', -0.23272717468922127), ('-0.18 < volatile acidity <= 0.42', -0.11459826832937516), ('residual sugar <= -0.93', -0.11167207831336808), ('fixed acidity > 0.52', -0.1012316007350873), ('density <= -0.76', 0.08134858568449624)]"
5,5.98,"[('alcohol > 0.72', 0.7141572381291029), ('free sulfur dioxide <= -0.71', -0.21430778257293295), ('-0.18 < volatile acidity <= 0.42', -0.10848201882016908), ('residual sugar <= -0.93', -0.10435426318285833), ('fixed acidity > 0.52', -0.09396965228082625), ('density <= -0.76', 0.0790488261074285)]"
6,6.04,"[('alcohol > 0.72', 0.7202824017846762), ('free sulfur dioxide <= -0.71', -0.24517445256431147), ('residual sugar <= -0.93', -0.12465275601499863), ('-0.18 < volatile acidity <= 0.42', -0.11784579790710947), ('fixed acidity > 0.52', -0.07935437773658421), ('density <= -0.76', 0.0619068726045662)]"
6,6.56,"[('alcohol > 0.72', 0.7204833103692202), ('free sulfur dioxide <= -0.71', -0.22090226689919606), ('-0.18 < volatile acidity <= 0.42', -0.12131537067906903), ('residual sugar <= -0.93', -0.11777697970424693), ('fixed acidity > 0.52', -0.10454496682617169), ('density <= -0.76', 0.08092830346474103)]"
6,5.94,"[('alcohol > 0.72', 0.7104134202734809), ('free sulfur dioxide <= -0.71', -0.22858920411404882), ('residual sugar <= -0.93', -0.13054666241381666), ('-0.18 < volatile acidity <= 0.42', -0.1070541527594707), ('fixed acidity > 0.52', -0.07402056619682416), ('density <= -0.76', 0.06456040938145652)]"
7,6.94,"[('alcohol > 0.72', 0.720110569671963), ('free sulfur dioxide <= -0.71', -0.24966569991917217), ('residual sugar <= -0.93', -0.11285927023022861), ('fixed acidity > 0.52', -0.1037410709136461), ('-0.18 < volatile acidity <= 0.42', -0.10216145080058818), ('density <= -0.76', 0.08286291142604378)]"
6,6.7,"[('alcohol > 0.72', 0.7004053598253762), ('free sulfur dioxide <= -0.71', -0.23985209826721252), ('-0.18 < volatile acidity <= 0.42', -0.12137482989340892), ('residual sugar <= -0.93', -0.11344598323759635), ('fixed acidity > 0.52', -0.09373318375374125), ('density <= -0.76', 0.09129014839287351)]"
6,6.38,"[('alcohol > 0.72', 0.7104908043651179), ('free sulfur dioxide <= -0.71', -0.2502171581686194), ('-0.18 < volatile acidity <= 0.42', -0.12626161821282877), ('residual sugar <= -0.93', -0.12341765779495019), ('fixed acidity > 0.52', -0.09141133353563848), ('density <= -0.76', 0.08558565731230196)]"
5,5.06,"[('alcohol > 0.72', 0.7085877971544732), ('free sulfur dioxide <= -0.71', -0.25235416641469405), ('residual sugar <= -0.93', -0.10763958310444294), ('-0.18 < volatile acidity <= 0.42', -0.1057400524349621), ('fixed acidity > 0.52', -0.09117178301224357), ('density <= -0.76', 0.07456262077267765)]"
6,5.6,"[('alcohol > 0.72', 0.7126141224081509), ('free sulfur dioxide <= -0.71', -0.2641197666687871), ('-0.18 < volatile acidity <= 0.42', -0.11225343953232156), ('residual sugar <= -0.93', -0.10927626019411193), ('fixed acidity > 0.52', -0.0865293751968329), ('density <= -0.76', 0.06427406174652418)]"
5,5.32,"[('alcohol > 0.72', 0.6966999270635404), ('free sulfur dioxide <= -0.71', -0.23124102098704416), ('-0.18 < volatile acidity <= 0.42', -0.12284193357587189), ('residual sugar <= -0.93', -0.1031434780406309), ('fixed acidity > 0.52', -0.07746642485669514), ('density <= -0.76', 0.06382039003645457)]"
5,5.84,"[('alcohol > 0.72', 0.7011664225517245), ('free sulfur dioxide <= -0.71', -0.23129547707517153), ('-0.18 < volatile acidity <= 0.42', -0.12131288862441579), ('residual sugar <= -0.93', -0.11494685668009874), ('fixed acidity > 0.52', -0.09050690660411627), ('density <= -0.76', 0.07399163800944326)]"
6,6.34,"[('alcohol > 0.72', 0.7033496861359799), ('free sulfur dioxide <= -0.71', -0.21869613786777511), ('residual sugar <= -0.93', -0.11571919941216263), ('-0.18 < volatile acidity <= 0.42', -0.1018121774128487), ('density <= -0.76', 0.08885621251914065), ('fixed acidity > 0.52', -0.07203519663888659)]"
5,5.16,"[('alcohol > 0.72', 0.6927947135716911), ('free sulfur dioxide <= -0.71', -0.25154377175863885), ('-0.18 < volatile acidity <= 0.42', -0.1160012273611359), ('residual sugar <= -0.93', -0.10747759282193772), ('fixed acidity > 0.52', -0.09668680865121133), ('density <= -0.76', 0.088489232903809)]"
7,6.04,"[('alcohol > 0.72', 0.7122434645410415), ('free sulfur dioxide <= -0.71', -0.24845790052714894), ('residual sugar <= -0.93', -0.10794489189953933), ('-0.18 < volatile acidity <= 0.42', -0.10267387121603144), ('fixed acidity > 0.52', -0.07591872097939893), ('density <= -0.76', 0.0715738794213018)]"
7,6.98,"[('alcohol > 0.72', 0.7172508735806654), ('free sulfur dioxide <= -0.71', -0.2588844754971659), ('-0.18 < volatile acidity <= 0.42', -0.12306322398883586), ('residual sugar <= -0.93', -0.11975236704522653), ('fixed acidity > 0.52', -0.09465709892738451), ('density <= -0.76', 0.08635132903197848)]"
7,6.5,"[('alcohol > 0.72', 0.7033983609014766), ('free sulfur dioxide <= -0.71', -0.2580944178356165), ('-0.18 < volatile acidity <= 0.42', -0.12597798700186363), ('residual sugar <= -0.93', -0.10905822255034524), ('density <= -0.76', 0.0779109386072984), ('fixed acidity > 0.52', -0.07386033815347358)]"
7,6.9,"[('alcohol > 0.72', 0.7012525922457049), ('free sulfur dioxide <= -0.71', -0.24572466983214036), ('residual sugar <= -0.93', -0.10985297245724496), ('-0.18 < volatile acidity <= 0.42', -0.10765681587130316), ('fixed acidity > 0.52', -0.07031741647431772), ('density <= -0.76', 0.06375274027157357)]"
5,5.18,"[('alcohol > 0.72', 0.7047236129075776), ('free sulfur dioxide <= -0.71', -0.2485387768460768), ('-0.18 < volatile acidity <= 0.42', -0.12814413257505855), ('residual sugar <= -0.93', -0.12056807381124977), ('density <= -0.76', 0.08529266186260634), ('fixed acidity > 0.52', -0.08012889349454487)]"
5,5.18,"[('alcohol > 0.72', 0.7074712230355737), ('free sulfur dioxide <= -0.71', -0.22865122791233974), ('-0.18 < volatile acidity <= 0.42', -0.11918192023817771), ('residual sugar <= -0.93', -0.10952031226372103), ('fixed acidity > 0.52', -0.09128916395405082), ('density <= -0.76', 0.06039484928966938)]"
6,5.9,"[('alcohol > 0.72', 0.7048362282263856), ('free sulfur dioxide <= -0.71', -0.21570345520589548), ('residual sugar <= -0.93', -0.11948406953635542), ('-0.18 < volatile acidity <= 0.42', -0.11512454351806221), ('fixed acidity > 0.52', -0.08546354410559336), ('density <= -0.76', 0.07815127716129502)]"
6,6.06,"[('alcohol > 0.72', 0.6942905031864319), ('free sulfur dioxide <= -0.71', -0.24896340276738219), ('residual sugar <= -0.93', -0.11531486944762599), ('-0.18 < volatile acidity <= 0.42', -0.0990340207970708), ('fixed acidity > 0.52', -0.08127446761883604), ('density <= -0.76', 0.07255116113356422)]"
6,6.0,"[('alcohol > 0.72', 0.7245268175103007), ('free sulfur dioxide <= -0.71', -0.24889937792039243), ('residual sugar <= -0.93', -0.11327155000640722), ('fixed acidity > 0.52', -0.10170362338010257), ('-0.18 < volatile acidity <= 0.42', -0.10087924973898589), ('density <= -0.76', 0.08750549559792062)]"
6,5.86,"[('alcohol > 0.72', 0.697719030066794), ('free sulfur dioxide <= -0.71', -0.2476414386775892), ('-0.18 < volatile acidity <= 0.42', -0.1364295321706969), ('residual sugar <= -0.93', -0.1300701700029966), ('fixed acidity > 0.52', -0.08436178929155257), ('density <= -0.76', 0.07189624256705472)]"
7,6.4,"[('alcohol > 0.72', 0.6892024769845821), ('free sulfur dioxide <= -0.71', -0.24635661356048572), ('-0.18 < volatile acidity <= 0.42', -0.12476907095385689), ('fixed acidity > 0.52', -0.10591569756355002), ('residual sugar <= -0.93', -0.10422393779227136), ('density <= -0.76', 0.06482376222923099)]"
6,5.64,"[('alcohol > 0.72', 0.7155079750497689), ('free sulfur dioxide <= -0.71', -0.23310981425188823), ('residual sugar <= -0.93', -0.13025182618738138), ('-0.18 < volatile acidity <= 0.42', -0.11133078900726935), ('fixed acidity > 0.52', -0.08417367623218658), ('density <= -0.76', 0.07881216869998404)]"
6,6.3,"[('alcohol > 0.72', 0.7002610235593015), ('free sulfur dioxide <= -0.71', -0.22951361295564798), ('residual sugar <= -0.93', -0.12710807428507523), ('-0.18 < volatile acidity <= 0.42', -0.11009690520316018), ('fixed acidity > 0.52', -0.07514838619726254), ('density <= -0.76', 0.06767934779549858)]"
6,6.3,"[('alcohol > 0.72', 0.7022650184948636), ('free sulfur dioxide <= -0.71', -0.23049494871748136), ('residual sugar <= -0.93', -0.12013239439318289), ('-0.18 < volatile acidity <= 0.42', -0.11329318023964811), ('fixed acidity > 0.52', -0.09275911009946868), ('density <= -0.76', 0.0587827002227981)]"
4,4.6,"[('alcohol > 0.72', 0.707229703058289), ('free sulfur dioxide <= -0.71', -0.22615566809216073), ('-0.18 < volatile acidity <= 0.42', -0.12267919906320655), ('residual sugar <= -0.93', -0.11206654536449827), ('fixed acidity > 0.52', -0.07838142878094082), ('density <= -0.76', 0.07138254621084027)]"
5,5.76,"[('alcohol > 0.72', 0.7205988853301374), ('free sulfur dioxide <= -0.71', -0.2235408569632636), ('-0.18 < volatile acidity <= 0.42', -0.11076645340752041), ('residual sugar <= -0.93', -0.10729741837118525), ('fixed acidity > 0.52', -0.05717881680934925), ('density <= -0.76', 0.05234039298493501)]"
7,6.8,"[('alcohol > 0.72', 0.7011790869276433), ('free sulfur dioxide <= -0.71', -0.2273360406732127), ('-0.18 < volatile acidity <= 0.42', -0.12329954623942667), ('residual sugar <= -0.93', -0.0993071732628468), ('density <= -0.76', 0.0830200396105132), ('fixed acidity > 0.52', -0.06861370863308033)]"
6,6.54,"[('alcohol > 0.72', 0.7213392241414621), ('free sulfur dioxide <= -0.71', -0.23323589510911102), ('-0.18 < volatile acidity <= 0.42', -0.10669148739701408), ('density <= -0.76', 0.10396636201203065), ('residual sugar <= -0.93', -0.10045288513786138), ('fixed acidity > 0.52', -0.08039225698683038)]"
7,6.52,"[('alcohol > 0.72', 0.7150997662891365), ('free sulfur dioxide <= -0.71', -0.2480500935621411), ('residual sugar <= -0.93', -0.1227866006945671), ('-0.18 < volatile acidity <= 0.42', -0.10345654673813194), ('density <= -0.76', 0.09387019509201755), ('fixed acidity > 0.52', -0.07743170055730744)]"
6,5.96,"[('alcohol > 0.72', 0.6949238118755391), ('free sulfur dioxide <= -0.71', -0.24135393401136176), ('residual sugar <= -0.93', -0.1275979948337967), ('-0.18 < volatile acidity <= 0.42', -0.10200335908938978), ('fixed acidity > 0.52', -0.09212562901542681), ('density <= -0.76', 0.07440361081318593)]"
6,5.96,"[('alcohol > 0.72', 0.7243121104180875), ('free sulfur dioxide <= -0.71', -0.24381053661369173), ('residual sugar <= -0.93', -0.12327187716665282), ('-0.18 < volatile acidity <= 0.42', -0.12083566563785915), ('fixed acidity > 0.52', -0.07621203537756334), ('density <= -0.76', 0.07192974367893532)]"
6,6.26,"[('alcohol > 0.72', 0.6976214840071671), ('free sulfur dioxide <= -0.71', -0.23797434544262866), ('residual sugar <= -0.93', -0.1195887961797547), ('-0.18 < volatile acidity <= 0.42', -0.11196125039144944), ('fixed acidity > 0.52', -0.09361300477282666), ('density <= -0.76', 0.07337917204739912)]"
6,6.02,"[('alcohol > 0.72', 0.724287121277918), ('free sulfur dioxide <= -0.71', -0.21543898140058057), ('residual sugar <= -0.93', -0.11907489680913991), ('-0.18 < volatile acidity <= 0.42', -0.10945656002410639), ('fixed acidity > 0.52', -0.0898067418292689), ('density <= -0.76', 0.08444334126474845)]"
7,6.52,"[('alcohol > 0.72', 0.7076359023933728), ('free sulfur dioxide <= -0.71', -0.21701164953222785), ('-0.18 < volatile acidity <= 0.42', -0.11646820470444476), ('residual sugar <= -0.93', -0.1066999092195047), ('fixed acidity > 0.52', -0.07653129304355193), ('density <= -0.76', 0.07410072522385104)]"
6,5.34,"[('alcohol > 0.72', 0.7259212157797617), ('free sulfur dioxide <= -0.71', -0.25444956924085826), ('-0.18 < volatile acidity <= 0.42', -0.12118204772892628), ('residual sugar <= -0.93', -0.11051671198038877), ('fixed acidity > 0.52', -0.09487667146489757), ('density <= -0.76', 0.07057344694937591)]"
6,6.52,"[('alcohol > 0.72', 0.6919795833093904), ('free sulfur dioxide <= -0.71', -0.2504887728060954), ('-0.18 < volatile acidity <= 0.42', -0.1175540457953668), ('residual sugar <= -0.93', -0.10914945944305034), ('fixed acidity > 0.52', -0.09073240916492262), ('density <= -0.76', 0.07989979494324374)]"
5,5.34,"[('alcohol > 0.72', 0.7004494041782242), ('free sulfur dioxide <= -0.71', -0.24874492844193197), ('-0.18 < volatile acidity <= 0.42', -0.11333215598935388), ('residual sugar <= -0.93', -0.1094084079228555), ('density <= -0.76', 0.0865240839502329), ('fixed acidity > 0.52', -0.08642978884833509)]"
4,5.66,"[('alcohol > 0.72', 0.7053447083440001), ('free sulfur dioxide <= -0.71', -0.24101772507462393), ('residual sugar <= -0.93', -0.12406845510061369), ('-0.18 < volatile acidity <= 0.42', -0.11527838225688991), ('fixed acidity > 0.52', -0.10527456766642175), ('density <= -0.76', 0.07323317976891801)]"
5,5.76,"[('alcohol > 0.72', 0.6999614196991369), ('free sulfur dioxide <= -0.71', -0.24816039038287588), ('residual sugar <= -0.93', -0.11782496819624234), ('-0.18 < volatile acidity <= 0.42', -0.1128981276988681), ('density <= -0.76', 0.10451834858124723), ('fixed acidity > 0.52', -0.095173643665635)]"
7,7.0,"[('alcohol > 0.72', 0.6942226323607558), ('free sulfur dioxide <= -0.71', -0.2654719621803668), ('-0.18 < volatile acidity <= 0.42', -0.13252433517458168), ('residual sugar <= -0.93', -0.0973984143407942), ('fixed acidity > 0.52', -0.09576554578257188), ('density <= -0.76', 0.08947209915067722)]"
7,7.0,"[('alcohol > 0.72', 0.7075818245160942), ('free sulfur dioxide <= -0.71', -0.2468902893801541), ('-0.18 < volatile acidity <= 0.42', -0.11884430193801769), ('residual sugar <= -0.93', -0.10326108550871885), ('density <= -0.76', 0.0987431332125068), ('fixed acidity > 0.52', -0.09716840733113158)]"
6,6.08,"[('alcohol > 0.72', 0.6983215437497685), ('free sulfur dioxide <= -0.71', -0.24701147684762428), ('residual sugar <= -0.93', -0.1259840503070888), ('-0.18 < volatile acidity <= 0.42', -0.1135578868110089), ('density <= -0.76', 0.0725987066323213), ('fixed acidity > 0.52', -0.06643514815026558)]"
6,6.22,"[('alcohol > 0.72', 0.7292617510307524), ('free sulfur dioxide <= -0.71', -0.2292230060352693), ('-0.18 < volatile acidity <= 0.42', -0.12497574409211702), ('residual sugar <= -0.93', -0.11985694441140238), ('fixed acidity > 0.52', -0.08833535802568913), ('density <= -0.76', 0.06066754832979707)]"
7,6.96,"[('alcohol > 0.72', 0.7079611783548161), ('free sulfur dioxide <= -0.71', -0.25816039559696735), ('residual sugar <= -0.93', -0.12921424985077637), ('-0.18 < volatile acidity <= 0.42', -0.1280200589112356), ('fixed acidity > 0.52', -0.083115446035775), ('density <= -0.76', 0.07973459404317489)]"
6,6.18,"[('alcohol > 0.72', 0.7048982872663329), ('free sulfur dioxide <= -0.71', -0.22290810754288964), ('-0.18 < volatile acidity <= 0.42', -0.12902962601442886), ('residual sugar <= -0.93', -0.09730152993163771), ('density <= -0.76', 0.09231743199034737), ('fixed acidity > 0.52', -0.0739003395771135)]"
6,6.06,"[('alcohol > 0.72', 0.7110970054389624), ('free sulfur dioxide <= -0.71', -0.24539826420586922), ('residual sugar <= -0.93', -0.10880576896086996), ('-0.18 < volatile acidity <= 0.42', -0.08928908144103481), ('density <= -0.76', 0.08324935060343579), ('fixed acidity > 0.52', -0.07613217873455026)]"
6,6.18,"[('alcohol > 0.72', 0.6969858264239097), ('free sulfur dioxide <= -0.71', -0.24760163891808626), ('-0.18 < volatile acidity <= 0.42', -0.12425057757415642), ('residual sugar <= -0.93', -0.10488412896690016), ('density <= -0.76', 0.0773465224328593), ('fixed acidity > 0.52', -0.06778792533346276)]"
4,4.74,"[('alcohol > 0.72', 0.7105555747768566), ('free sulfur dioxide <= -0.71', -0.22707483577399998), ('residual sugar <= -0.93', -0.12838881653369208), ('-0.18 < volatile acidity <= 0.42', -0.12570426242456204), ('fixed acidity > 0.52', -0.07330967269980906), ('density <= -0.76', 0.06476867709518268)]"
6,5.74,"[('alcohol > 0.72', 0.6856238269261534), ('free sulfur dioxide <= -0.71', -0.24293744188250857), ('-0.18 < volatile acidity <= 0.42', -0.13384067052330878), ('residual sugar <= -0.93', -0.12603112385117957), ('density <= -0.76', 0.09633808209164912), ('fixed acidity > 0.52', -0.06910974195830094)]"
6,6.12,"[('alcohol > 0.72', 0.7061568476419693), ('free sulfur dioxide <= -0.71', -0.23831181578301355), ('residual sugar <= -0.93', -0.10437439289909456), ('-0.18 < volatile acidity <= 0.42', -0.10320195756985101), ('fixed acidity > 0.52', -0.08586532075350425), ('density <= -0.76', 0.0782853393450123)]"
6,5.62,"[('alcohol > 0.72', 0.7172499786794387), ('free sulfur dioxide <= -0.71', -0.2538681450124612), ('-0.18 < volatile acidity <= 0.42', -0.1412147788253496), ('residual sugar <= -0.93', -0.1164733844132215), ('fixed acidity > 0.52', -0.10135205231072084), ('density <= -0.76', 0.07273414724343977)]"
6,5.12,"[('alcohol > 0.72', 0.709451320008026), ('free sulfur dioxide <= -0.71', -0.2409407874413636), ('residual sugar <= -0.93', -0.1251779910345237), ('-0.18 < volatile acidity <= 0.42', -0.1235739372342882), ('density <= -0.76', 0.08627807783533939), ('fixed acidity > 0.52', -0.07583652439868578)]"
6,5.24,"[('alcohol > 0.72', 0.7011951915886031), ('free sulfur dioxide <= -0.71', -0.24891187346749252), ('residual sugar <= -0.93', -0.11705919449028804), ('-0.18 < volatile acidity <= 0.42', -0.10959233039368924), ('fixed acidity > 0.52', -0.09271694247532192), ('density <= -0.76', 0.0869170663171883)]"
5,5.22,"[('alcohol > 0.72', 0.7055456759686577), ('free sulfur dioxide <= -0.71', -0.2412761133033615), ('residual sugar <= -0.93', -0.11071285894358669), ('-0.18 < volatile acidity <= 0.42', -0.10194066237241581), ('density <= -0.76', 0.07713328880430194), ('fixed acidity > 0.52', -0.0712622526581296)]"
7,6.34,"[('alcohol > 0.72', 0.7023769432510911), ('free sulfur dioxide <= -0.71', -0.26424545025525337), ('residual sugar <= -0.93', -0.13373189280213682), ('-0.18 < volatile acidity <= 0.42', -0.1166820773448617), ('density <= -0.76', 0.07224190607921452), ('fixed acidity > 0.52', -0.061259815452104356)]"
6,6.52,"[('alcohol > 0.72', 0.7128966961659337), ('free sulfur dioxide <= -0.71', -0.24301747321174683), ('residual sugar <= -0.93', -0.12581317114481835), ('-0.18 < volatile acidity <= 0.42', -0.1233653399049582), ('fixed acidity > 0.52', -0.06959254843339784), ('density <= -0.76', 0.060782018446330625)]"
6,5.34,"[('alcohol > 0.72', 0.7139405727244696), ('free sulfur dioxide <= -0.71', -0.24901952711192105), ('residual sugar <= -0.93', -0.12085156383818975), ('-0.18 < volatile acidity <= 0.42', -0.1195547411521025), ('density <= -0.76', 0.0801324518943448), ('fixed acidity > 0.52', -0.06591982632228748)]"
6,5.84,"[('alcohol > 0.72', 0.7182490508201081), ('free sulfur dioxide <= -0.71', -0.22557227625959198), ('residual sugar <= -0.93', -0.11893703715457979), ('-0.18 < volatile acidity <= 0.42', -0.1034999154034429), ('fixed acidity > 0.52', -0.09543001894609773), ('density <= -0.76', 0.061200081969150014)]"
6,5.78,"[('alcohol > 0.72', 0.7004166254378565), ('free sulfur dioxide <= -0.71', -0.2638379681539518), ('-0.18 < volatile acidity <= 0.42', -0.12393484181889236), ('residual sugar <= -0.93', -0.10376052298153403), ('fixed acidity > 0.52', -0.08549759104710335), ('density <= -0.76', 0.0826884126374856)]"
6,5.84,"[('alcohol > 0.72', 0.6988666514465143), ('free sulfur dioxide <= -0.71', -0.23931389089713062), ('residual sugar <= -0.93', -0.12382416536273058), ('-0.18 < volatile acidity <= 0.42', -0.12265185320283852), ('density <= -0.76', 0.08386138449488738), ('fixed acidity > 0.52', -0.07833891477367326)]"
7,6.74,"[('alcohol > 0.72', 0.7132729949406487), ('free sulfur dioxide <= -0.71', -0.2681705936574151), ('residual sugar <= -0.93', -0.12962393577982348), ('-0.18 < volatile acidity <= 0.42', -0.11176072364742337), ('fixed acidity > 0.52', -0.0803541302254996), ('density <= -0.76', 0.06608620911316397)]"
7,7.06,"[('alcohol > 0.72', 0.7098481596995393), ('free sulfur dioxide <= -0.71', -0.2313198285266139), ('residual sugar <= -0.93', -0.12838793048630712), ('-0.18 < volatile acidity <= 0.42', -0.1075775306623771), ('fixed acidity > 0.52', -0.08259798157274101), ('density <= -0.76', 0.08050414060915166)]"
5,5.48,"[('alcohol > 0.72', 0.7083625060429208), ('free sulfur dioxide <= -0.71', -0.2349412332526808), ('fixed acidity > 0.52', -0.11499553367712059), ('residual sugar <= -0.93', -0.1098565961514013), ('-0.18 < volatile acidity <= 0.42', -0.10336993826502867), ('density <= -0.76', 0.06941316651687873)]"
7,6.34,"[('alcohol > 0.72', 0.6937072851220406), ('free sulfur dioxide <= -0.71', -0.24853419680420039), ('residual sugar <= -0.93', -0.12013992128774653), ('-0.18 < volatile acidity <= 0.42', -0.10778062348987157), ('fixed acidity > 0.52', -0.08577153475416574), ('density <= -0.76', 0.08543616821597151)]"
5,5.64,"[('alcohol > 0.72', 0.6919478522690855), ('free sulfur dioxide <= -0.71', -0.2446290027944893), ('-0.18 < volatile acidity <= 0.42', -0.11182068956568524), ('residual sugar <= -0.93', -0.10607877190813589), ('fixed acidity > 0.52', -0.07936991880198674), ('density <= -0.76', 0.06332172461688422)]"
6,5.16,"[('alcohol > 0.72', 0.6928568045747077), ('free sulfur dioxide <= -0.71', -0.24311128843543361), ('residual sugar <= -0.93', -0.12882061913635035), ('-0.18 < volatile acidity <= 0.42', -0.12617830046467102), ('fixed acidity > 0.52', -0.08465165100789224), ('density <= -0.76', 0.060855309586888603)]"
